"patch_id,""area_ha"",""enn_m"""
57101,365.595716811522,16.0171386372531
71286,208.025970667814,16.0171386372531
74507,65.467353965385,16.0171386372531
87931,1050.05552852297,16.0171386372531
90680,61.7617513245948,16.0171386372531
4,837.0665039505,16.0171386376023
9311,128.406893402467,16.0171386376023
11311,862.228006702315,16.0171386376023
15718,358.932185515856,16.0171386376023
28699,142.402900782483,16.0171386376023
33237,87.6045666202905,16.0171386376023
34622,738.435363422651,16.0171386376023
35415,115.940451577731,16.0171386376023
36597,72.9242269108981,16.0171386376023
47401,250.755427122628,16.0171386376023
56692,154.547156238122,16.0171386376023
59161,109.490528576797,16.0171386376023
59474,116.075603196344,16.0171386376023
60024,67.842751739669,16.0171386376023
61623,100.6718457079,16.0171386376023
65742,96.6083994218677,16.0171386376023
77454,315.880535710898,16.0171386376023
82222,121.10797884724,16.0171386376023
85665,201.783239221303,16.0171386376023
89605,470.628491115857,16.0171386376023
89827,166.728851319822,16.0171386376023
25051,166.993458615848,17.9077053976145
59751,128.783900961431,17.9077053976145
63715,112.95697030384,17.9077053976145
56711,130.090934119466,17.9077053990397
91503,59.4714229296521,17.9077053990397
1775,174.391111321902,17.9077053990462
31158,589.646125049917,17.9077053990462
34584,64.104070263484,17.9077053990462
62074,255.219509766097,17.9077053990462
62368,60.8772572377293,17.9077053990462
64461,86.4478123625414,17.9077053990462
70554,93.0393103408642,17.9077053992772
70901,87.9951139289313,17.9077053992772
11659,95.3431540028895,17.9077053992805
34696,68.6532917330285,17.9077053992805
49146,64.7411821994395,17.9077053992805
69062,197.016736403244,17.9077053992805
74025,132.57695775732,17.9077053992805
77166,693.035062194842,22.6516546901381
82586,983.717184791697,22.6516546901381
9838,55.5891049356898,22.6516546901433
88766,143.700588211272,22.6516546901433
27339,828.443932998442,22.6516546914501
84757,54.3369709540523,22.6516546914501
21568,198.220548742598,22.6516546914552
55122,77.128831233253,22.6516546914552
80985,110.652752704451,22.6516546914552
26629,336.53181165762,22.6516546914604
35040,464.124163701428,22.6516546914604
43361,259.564611280813,22.6516546914604
65908,72.9735927214531,22.6516546914604
71324,215.55215759849,22.6516546914604
92261,154.73137473915,22.6516546914604
28064,79.6113528652417,24.0257079545408
28749,122.625810465114,24.0257079545408
33869,199.056406940326,24.0257079545408
37792,84.6906439034664,24.0257079545408
50199,1045.0214350759,24.0257079545408
55360,575.555494606405,24.0257079545408
59142,51.7247225643589,24.0257079545408
67965,657.87401504415,24.0257079545408
79171,416.942737027711,24.0257079545408
2042,216.871452986077,24.0257079545408
3079,94.1225950673804,24.0257079545408
3355,584.54496873567,24.0257079545408
3395,160.3297046027,24.0257079545408
4037,57.6756171761956,24.0257079545408
6479,322.485680939329,24.0257079545408
8536,164.771802728647,24.0257079545408
14970,55.3970404686683,24.0257079545408
15733,62.9319420299487,24.0257079545408
20719,975.477258712243,24.0257079545408
21848,66.0771428976271,24.0257079545408
26950,194.243192534905,24.0257079545408
27862,53.9688664738112,24.0257079545408
28946,309.56125274212,24.0257079545408
29473,101.05240969527,24.0257079545408
30628,62.3416837529758,24.0257079545408
30902,97.5076043273526,24.0257079545408
31402,114.488186733201,24.0257079545408
31666,294.814790629476,24.0257079545408
33268,59.6102049943418,24.0257079545408
34883,311.781171389256,24.0257079545408
36365,262.34566767181,24.0257079545408
37475,170.006046592763,24.0257079545408
37902,72.2851781043648,24.0257079545408
38198,76.2401915305134,24.0257079545408
38320,58.8198976622519,24.0257079545408
38389,175.917888098769,24.0257079545408
38539,93.7923038795105,24.0257079545408
38677,88.3715976079097,24.0257079545408
42440,164.941011727868,24.0257079545408
42545,60.0510382066002,24.0257079545408
42884,165.527716508581,24.0257079545408
45218,269.800588251937,24.0257079545408
48493,61.0732347105457,24.0257079545408
48535,58.3163724920736,24.0257079545408
48700,239.420389201915,24.0257079545408
49843,57.3754482268542,24.0257079545408
